given_address,lat,lon,formatted,name,street,county_code,postcode,suburb,district,city,state_code,confidence_street_level,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Spring Lake, New Jersey (United States of America)",40.1535132,-74.0293941,"Spring Lake, NJ, United States of America",,,,,,,Spring Lake,NJ,,Monmouth County,New Jersey,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
British Columbia (Canada),55.001251,-125.002441,"BC, Canada",,,,,,,,BC,,,British Columbia,Canada,ca,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Stillwater, Oklahoma (United States of America)",36.1156306,-97.0585717,"Stillwater, OK, United States of America",,,,,,,Stillwater,OK,,Payne County,Oklahoma,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fraserburgh, Aberdeenshire, Scotland (United Kingdom)",57.6935974,-2.0051497,"Fraserburgh, AB43 9DA, United Kingdom",Fraserburgh,,ABD,AB43 9DA,,,Fraserburgh,SCT,,Aberdeenshire,Scotland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Klerksdorp (South Africa),-26.8625383,26.6656814,"Klerksdorp, 2571, South Africa",Klerksdorp,,,2571,,,Klerksdorp,,,Dr Kenneth Kaunda District Municipality,North West,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Plano, Texas (United States of America)",33.0136764,-96.6925096,"Plano, TX, United States of America",,,,,,,Plano,TX,,,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Santa Anita, Jalisco (Mexico)",20.5509918,-103.4437644,"Santa Anita, 45645, JAL, Mexico",Santa Anita,,,45645,Santa Anita,,,JAL,,San Pedro Tlaquepaque,Jalisco,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Runcorn, Cheshire, England (United Kingdom)",53.3421509,-2.7334941,"Runcorn, WA7 1NE, United Kingdom",Runcorn,,HAL,WA7 1NE,,,Runcorn,ENG,,Halton,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nishinomiya, Hyogo (Japan)",34.7386033,135.3394138,"Nishinomiya, 662-8567, Japan",,,,662-8567,,,Nishinomiya,,,Hyogo Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Miami, Florida (United States of America)",25.7741728,-80.19362,"Miami, FL, United States of America",,,,,,,Miami,FL,,Miami-Dade County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Greensboro, North Carolina (United States of America)",36.0726355,-79.7919754,"Greensboro, NC, United States of America",,,,,,,Greensboro,NC,,Guilford County,North Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tulancingo de Bravo, Hidalgo (Mexico)",20.0839585,-98.3635381,"Tulancingo de Bravo, HID, Mexico",,,,,,,Tulancingo de Bravo,HID,,,Hidalgo,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Milford, Connecticut (United States of America)",41.2222218,-73.0570603,"Milford, CT, United States of America",,,,,,,Milford,CT,,New Haven County,Connecticut,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Topanga, California (United States of America)",34.0908579,-118.5972512,"Topanga, CA 90290, United States of America",Topanga,,,90290,Topanga,Topanga,Topanga,CA,,Los Angeles County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wedel, Schleswig-Holstein (Germany)",53.5810226,9.7038772,"22880 Wedel, Germany",,,,22880,,,Wedel,SH,,Pinneberg,Schleswig-Holstein,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kenora, Ontario (Canada)",49.766215,-94.4893528,"Kenora, ON, Canada",,,,,,,Kenora,ON,,Kenora District,Ontario,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Netanya (Israel),32.3286181,34.8566246,"42*** Netanya, Israel",,,,42***,,,Netanya,,,haSharon Subdistrict,Center District,Israel,il,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Utica, Michigan (United States of America)",42.6261446,-83.0335384,"Utica, MI, United States of America",,,,,,,Utica,MI,,Macomb County,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ontario, California (United States of America)",34.065846,-117.6484304,"Ontario, CA, United States of America",,,,,,,Ontario,CA,,San Bernardino County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kinshasa (Democratic Republic of the Congo),-4.3217055,15.3125974,"Kinshasa, Democratic Republic of the Congo",,,,,,,Kinshasa,,,,,Democratic Republic of the Congo,cd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tyne and Wear, England (United Kingdom)",54.916667,-1.566667,"Tyne and Wear, NE9 7YE, United Kingdom",Tyne and Wear,,,NE9 7YE,,,,ENG,,Tyne and Wear,England,United Kingdom,gb,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Jeffersonville, Indiana (United States of America)",38.2770227,-85.7371604,"Jeffersonville, IN 47130, United States of America",,,,47130,,,Jeffersonville,IN,,Clark County,Indiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Wakayama, Wakayama (Japan)",34.242655,135.217687,"Wakayama Bypass, Wakayama-shi, Wakayama Prefecture, Japan",,Wakayama Bypass,,,,,Wakayama-shi,,0.95,Wakayama,Wakayama Prefecture,Japan,jp,0.95,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Preston, Lancashire, England (United Kingdom)",53.7593363,-2.6992717,"Preston, Lancashire, ENG, United Kingdom",,,LAN,,,,Preston,ENG,,Lancashire,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Saint John, New Brunswick (Canada)",45.278752,-66.058044,"Saint John, NB, Canada",,,,,,,Saint John,NB,,Saint John County,New Brunswick,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pärnu (Estonia),58.39107,24.510262,"Pärnu, Parnu, Estonia",,,,,,Pärnu,Parnu,,,Pärnu,Pärnu,Estonia,ee,1,1,,,https://www.whosonfirst.org/docs/licenses/
Al-Hasaka (Syria),36.43645445,40.579395418698525,"Al-Hasaka Governorate, Syria",Al-Hasaka Governorate,,,,,,,,,,Al-Hasaka Governorate,Syria,sy,0.95,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Perth, Western Australia (Australia)",-31.9527121,115.8604796,"Perth WA 6000, Australia",Perth,,,6000,,,Perth,WA,,City of Perth,Western Australia,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Luton, Bedfordshire, England (United Kingdom)",51.8784385,-0.4152837,"Luton, LU1 2YN, United Kingdom",Luton,,LUT,LU1 2YN,,,Luton,ENG,,Luton,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Southampton, Hampshire, England (United Kingdom)",50.9025349,-1.404189,"Southampton, ENG, United Kingdom",,,,,,yes,Southampton,ENG,,South East England,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Thionville, Grand Est (France)",49.3579272,6.1675872,"57100 Thionville, France",,,,57100,,,Thionville,GES,,Moselle,Grand Est,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Halifax, Nova Scotia (Canada)",44.648618,-63.5859487,"Halifax, NS, Canada",,,,,,,Halifax,NS,,Halifax County,Nova Scotia,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rancagua, Región del Libertador General Bernardo OHiggins (Chile)",-34.170249,-70.7407427,"Rancagua, Provincia de Cachapoal, Chile",,,,,,,Rancagua,,,Provincia de Cachapoal,O'Higgins Region,Chile,cl,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tagawa, Fukuoka (Japan)",33.6387807,130.8063352,"Tagawa, Fukuoka Prefecture, Japan",,,,,,,Tagawa,,,Fukuoka Prefecture,,Japan,jp,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Toyohashi, Aichi (Japan)",34.769123,137.391461,"Toyohashi, Aichi Prefecture, Japan",,,,,,,Toyohashi,,,Aichi Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ogaki, Gifu (Japan)",35.3671141,136.6179746,"Ogaki, Gifu Prefecture, Japan",,,,,,,Ogaki,,,Gifu Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Shimotsuke, Tochigi (Japan)",36.395081,139.8518331,"Shimotsuke, Tochigi Prefecture, Japan",,,,,,,Shimotsuke,,,Tochigi Prefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bergamo, Lombardia (Italy)",45.6944947,9.6698727,"Bergamo, Italy",,,BG,,,,Bergamo,,,Bergamo,Lombardy,Italy,it,1,0.5444444444444444,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Osaka (Japan),34.6937569,135.5014539,"Osaka, Osaka Prefecture, Japan",,,,,,,Osaka,,,Osaka Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tampa, Florida (United States of America)",27.9477595,-82.458444,"Tampa, FL, United States of America",,,,,,,Tampa,FL,,Hillsborough County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nassau (Bahamas),25.0783456,-77.3383331,"Nassau, The Bahamas",Nassau,,,242,,,Nassau,,,,,The Bahamas,bs,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Moldova,47.2879608,28.5670941,Moldova,,,,,,,,,,,,Moldova,md,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mississauga, Ontario (Canada)",43.5896231,-79.6443879,"Mississauga, ON, Canada",,,,,,,Mississauga,ON,,Peel Region,Ontario,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bay City, Michigan (United States of America)",43.5944677,-83.8888648,"Bay City, MI 48708, United States of America",,,,48708,,,Bay City,MI,,Bay County,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Flora, Illinois (United States of America)",38.6689364,-88.4856042,"Flora, IL 62839, United States of America",,,,62839,,,Flora,IL,,Clay County,Illinois,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"El Paso, Texas (United States of America)",31.7754152,-106.464634,"El Paso, TX, United States of America",,,,,,,El Paso,TX,,El Paso County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Seabrook, Maryland (United States of America)",38.982888,-76.8525985,"Seabrook, MD 20070, United States of America",Seabrook,,,20070,,,Seabrook,MD,,Prince George's County,Maryland,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Glen Cove, New York (United States of America)",40.8641845,-73.6319174,"Glen Cove, NY, United States of America",,,,,,,Glen Cove,NY,,Nassau County,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Boise, Idaho (United States of America)",43.6166163,-116.200886,"Boise, ID, United States of America",,,,,,,Boise,ID,,Ada County,Idaho,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Orlando, Florida (United States of America)",28.5421109,-81.3790304,"Orlando, FL, United States of America",,,,,,,Orlando,FL,,Orange County,Florida,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Monterrey, Nuevo León (Mexico)",25.6802019,-100.315258,"64570 Monterrey, NLE, Mexico",Monterrey,,,64570,,,Monterrey,NLE,,Monterrey,Nuevo León,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Totatiche, Jalisco (Mexico)",21.9278007,-103.4437439,"46170 Totatiche, JAL, Mexico",Totatiche,,,46170,,,Totatiche,JAL,,Totatiche,Jalisco,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kansas City, Missouri (United States of America)",39.100105,-94.5781416,"Kansas City, MO, United States of America",,,,,,,Kansas City,MO,,Jackson County,Missouri,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Aguascalientes, Aguascalientes (Mexico)",21.8806553,-102.2961323,"20000 Aguascalientes, AGU, Mexico",Aguascalientes,,,20000,,,Aguascalientes,AGU,,Municipio de Aguascalientes,Aguascalientes,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hammond, Louisiana (United States of America)",30.5043583,-90.4611995,"Hammond, LA, United States of America",,,,,,,Hammond,LA,,Tangipahoa Parish,Louisiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Jalapa, Veracruz de Ignacio de la Llave (Mexico)",19.5126856,-96.9041599,"Boulevard San Cristóbal, La Loma, 91064 Xalapa, VER, Mexico",Xalapa,Boulevard San Cristóbal,,91064,La Loma,,Xalapa,,,Xalapa,Veracruz,Mexico,mx,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Glendale, California (United States of America)",34.1469416,-118.2478471,"Glendale, CA, United States of America",,,,,,,Glendale,CA,,Los Angeles County,California,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Waterbury, Connecticut (United States of America)",41.5538091,-73.0438362,"Waterbury, CT, United States of America",,,,,,,Waterbury,CT,,New Haven County,Connecticut,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ghana,8.0300284,-1.0800271,Ghana,,,,,,,,,,,,Ghana,gh,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Austin, Texas (United States of America)",30.2711286,-97.7436995,"Austin, TX, United States of America",,,,,,,Austin,TX,,Travis County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Neustadt an der Weinstraße, Rheinland-Pfalz (Germany)",49.3539802,8.1350021,"Neustadt an der Weinstraße, Rhineland-Palatinate, Germany",,,,,,,Neustadt an der Weinstraße,,,,Rhineland-Palatinate,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hibbing, Minnesota (United States of America)",47.427155,-92.937689,"Hibbing, MN 55746, United States of America",,,,55746,,,Hibbing,MN,,Saint Louis County,Minnesota,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Pineville, West Virginia (United States of America)",37.5834814,-81.5379149,"Pineville, WV, United States of America",,,,,,,Pineville,WV,,Wyoming County,West Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hendersonville, Tennessee (United States of America)",36.3049177,-86.621443,"Hendersonville, TN, United States of America",,,,,,,Hendersonville,TN,,Sumner County,Tennessee,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Graz, Steiermark (Austria)",47.0708678,15.4382786,"Graz, Styria, Austria",,,,,,,Graz,,,,Styria,Austria,at,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
