,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
35239,unknown,143 lbs. (65 kg) at 5'5'' (1.65 m),"Amami, Kagoshima (Japan)",14th September 1998 (age 23),12th August 2018 (3 years ago),Utami Hayashishita ,,,
19670,Adrienne Palmer,120 lbs. (54 kg) at 5'2'' (1.57 m),"Garland, Texas (United States of America)",31st August 1988 (age 33),10th November 2007 (14 years ago),Athena ,,,
24406,unknown,203 lbs. (92 kg) at 6'0'' (1.83 m),Trentino-Alto Adige (Italy),21st July 1990 (age 31),,Fabian Aichner,,,
2346,Marco Antonio Soto Ceja,125 lbs. (57 kg) at 5'1'' (1.55 m),"Naucalpan, Estado de México (Mexico)",7th April 1980 (age 41),2001,Free Lance,,,
7957,Urijah Christopher Faber,135 lbs. (61 kg) at 5'6'' (1.68 m),"Isla Vista, California (United States of America)",14th May 1979 (age 42),13th November 2003 (18 years ago),Urijah Faber,,,
2327,Dustin Howard,185 lbs. (84 kg) at 6'1'' (1.85 m),"Murray, Kentucky (United States of America)",22nd April 1986 (age 35),2002,Chuck Taylor,,,
3798,Jim Morrison,,"Trenton, Michigan (United States of America)",26th June 1942 (age 79),11th July 1962 (59 years ago),J.J. Dillon,,,
18309,Alexandra Barrulas,119 lbs. (54 kg) at 5'5'' (1.65 m),"Lisboa, Região de Lisboa (Portugal)",8th July 1982 (age 39),2006,Shanna ,,,
28975,Momo Watanabe,,Japan,22nd March 2000 (age 21),16th November 2014 (7 years ago),Momo Watanabe ,,,
10991,Nicola Glencross,117 lbs. (53 kg) at 5'1'' (1.55 m),"Glasgow, Glasgow, Scotland (United Kingdom)",21st April 1989 (age 32),20th September 2008 (13 years ago),Nikki A.S.H. ,,,
492,Brigham Paul Doane,230 lbs. (104 kg) at 6'2'' (1.88 m),"Waco, Texas (United States of America)",16th June 1981 (age 40),15th November 2002 (19 years ago),MASADA,,,
334,Lisa Marie Varon,155 lbs. (70 kg) at 5'8'' (1.73 m),"San Bernardino, California (United States of America)",10th February 1971 (age 51),??th June 2000,Victoria ,,,
254,Jamin Pugh,195 lbs. (88 kg) at 5'11'' (1.80 m),"Laurel, Delaware (United States of America)",25th January 1984 (age 38),20th May 2000 (21 years ago),Jay Briscoe,,,
964,Tomohiro Ishii,220 lbs. (100 kg) at 5'6'' (1.68 m),"Kawasaki, Kanagawa (Japan)",10th December 1975 (age 46),2nd November 1996 (25 years ago),Tomohiro Ishii,,,
2181,Kazuo Yamazaki,227 lbs. (103 kg) at 6'2'' (1.88 m),"Tokyo, Tokyo (Japan)",15th August 1962 (age 59),6th May 1982 (39 years ago),Kazuo Yamazaki,,,
3689,Rodolfo Contreras,172 lbs. (78 kg) at 5'4'' (1.63 m),"Heroica Puebla de Zaragoza, Puebla (Mexico)",10th February 1974 (age 48),1989,Blue Center,,,
9424,Shinya Aoki,155 lbs. (70 kg) at 5'11'' (1.80 m),"Shizuoka, Shizuoka (Japan)",9th May 1983 (age 38),24th November 2003 (18 years ago),Shinya Aoki,,,
1428,Fred Joe Brisco,,"Seminole, Oklahoma (United States of America)",21st September 1941,15th May 1965 (56 years ago),Jack Brisco,1st February 2010,,
896,Damián Gutiérrez Hernández,231 lbs. (105 kg) at 6'1'' (1.85 m),"Monterrey, Nuevo León (Mexico)",17th April 1976 (age 45),22nd February 1995 (27 years ago),Damián el Terrible,,,
145,David Chad Finlay,230 lbs. (104 kg) at 5'10'' (1.78 m),"Belfast, Belfast, Northern Ireland (United Kingdom)",31st January 1958 (age 64),1974,Dave Finlay,,,
869,Hiroaki Hamada,202 lbs. (92 kg) at 5'6'' (1.68 m),"Maebashi, Gunma (Japan)",27th November 1950 (age 71),16th March 1972 (49 years ago),Gran Hamada,,,
1272,unknown,110 lbs. (50 kg) at 5'2'' (1.57 m),New York (United States of America),15th October ???,18th February 2002 (20 years ago),Alere Little Feather ,,,
8081,Jonathan Parker Fitch,170 lbs. (77 kg) at 6'0'' (1.83 m),"Fort Wayne, Indiana (United States of America)",24th February 1978 (age 44),13th July 2002 (19 years ago),Jon Fitch,,,
16313,James Allen Crockett,,"Bristol, Virginia (United States of America)",2nd June 1909,,Jim Crockett,1st April 1973,,
819,Robert Francis Roode Jr.,235 lbs. (107 kg) at 6'0'' (1.83 m),"Peterborough, Ontario (Canada)",11th May 1977 (age 44),19th June 1998 (23 years ago),Robert Roode,,,
852,Aron Steven Haddad,252 lbs. (114 kg) at 6'4'' (1.93 m),"Worcester, Massachusetts (United States of America)",3rd August 1982 (age 39),2000,Aron Steven Haddad,,,
943,Douglas Clayton Durdle,235 lbs. (107 kg) at 6'0'' (1.83 m),"Sandhurst, Berkshire, England (United Kingdom)",1st September 1972 (age 49),??th October 1993,Doug Williams,,,
704,unknown,202 lbs. (92 kg) at 5'8'' (1.73 m),"Los Altos, Jalisco (Mexico)",28th September 1962 (age 59),1983,Atlantis,,,
513,Yuji Nagata,238 lbs. (108 kg) at 6'0'' (1.83 m),"Togane, Chiba (Japan)",24th April 1968 (age 53),14th September 1992 (29 years ago),Yuji Nagata,,,
1866,Noriyo Tateno,165 lbs. (75 kg) at 5'5'' (1.65 m),"Ashikaga, Tochigi (Japan)",1st December 1965 (age 56),12th July 1981 (40 years ago),Noriyo Tateno ,,,
2070,Yumi Harashima,117 lbs. (53 kg) at 5'2'' (1.57 m),"Kawaguchi, Saitama (Japan)",22nd October 1969 (age 52),19th September 1986 (35 years ago),Cutie Suzuki ,,,
27111,unknown,198 lbs. (90 kg) at 5'9'' (1.75 m),"Eisenach, Thüringen (Germany)",3rd December 1990 (age 31),18th June 2011 (10 years ago),Marius Al-Ani,,,
1440,Donald Delbert Jardine,250 lbs. (113 kg) at 6'4'' (1.93 m),"Moncton, New Brunswick (Canada)",24th March 1940,1955,The Spoiler,16th December 2006,,
200,Matthew T. Burns,202 lbs. (92 kg) at 6'1'' (1.85 m),"Minneapolis, Minnesota (United States of America)",28th March 1980 (age 41),??th March 1999,Nick Mondo,,,
307,Herman Karl Rohde,235 lbs. (107 kg) at 6'0'' (1.83 m),"Camden, New Jersey (United States of America)",20th February 1921,4th July 1939 (82 years ago),Buddy Rogers,26th June 1992,,
9833,Jonathan Dwight Jones,205 lbs. (93 kg) at 6'4'' (1.93 m),"Rochester, New York (United States of America)",19th July 1987 (age 34),12th April 2008 (13 years ago),Jon Jones,,,
30223,Keith Lee,350 lbs. (159 kg) at 6'2'' (1.88 m),"Wichita Falls, Texas (United States of America)",8th November 1984 (age 37),??th February 2005,Keith Lee,,,
4969,Miguel Ángel Olivo,176 lbs. (80 kg) at 5'8'' (1.73 m),Mexico,19th June 1988 (age 33),6th January 2008 (14 years ago),Daga,,,
1838,Francisco Santos Mir III.,260 lbs. (118 kg) at 6'3'' (1.91 m),"Las Vegas, Nevada (United States of America)",24th May 1979 (age 42),14th July 2001 (20 years ago),Frank Mir,,,
7224,Joe Rogan,170 lbs. (77 kg) at 5'8'' (1.73 m),"Newark, New Jersey (United States of America)",11th August 1967 (age 54),7th February 1997 (25 years ago),Joe Rogan,,,
10946,Chael Patrick Sonnen,205 lbs. (93 kg) at 6'1'' (1.85 m),"Milwaukie, Oregon (United States of America)",3rd April 1977 (age 44),30th March 2002 (19 years ago),Chael Sonnen,,,
15736,Stephen Delicato,157 lbs. (71 kg) at 5'7'' (1.70 m),,,21st November 2008 (13 years ago),Frightmare,,,
26003,Renee Paquette,,"Toronto, Ontario (Canada)",19th September 1985 (age 36),29th March 2013 (8 years ago),Renee Paquette ,,5'5'' (1.65 m),
1455,Shinjiro Otani,209 lbs. (95 kg) at 6'1'' (1.85 m),"Yamaguchi, Yamaguchi (Japan)",21st July 1972 (age 49),25th June 1992 (29 years ago),Shinjiro Otani,,,
28523,Samuel Moises Guevara,189 lbs. (86 kg) at 5'11'' (1.80 m),"Houston, Texas (United States of America)",28th July 1993 (age 28),6th January 2013 (9 years ago),Sammy Guevara,,,
1123,Torben Borzek,246 lbs. (112 kg) at 6'0'' (1.83 m),"Hamburg, Hamburg (Germany)",1983,2004,Baron von Hagen,,,
17342,Renan do Nascimento Mota Pegado,135 lbs. (61 kg) at 5'6'' (1.68 m),"Natal, Rio Grande do Norte (Brazil)",27th February 1987 (age 35),14th April 2005 (16 years ago),Renan Barão,,,
2752,unknown,137 lbs. (62 kg) at 5'3'' (1.60 m),Mexico,1986,1999,Turbo,,,
3612,Joseph Raymond Mondt,225 lbs. (102 kg) at 5'11'' (1.80 m),Iowa (United States of America),18th January 1894,,Joe Toots Mondt,11th June 1976,,
7643,Fabrício Werdum,240 lbs. (109 kg) at 6'4'' (1.93 m),"Porto Alegre, Rio Grande do Sul (Brazil)",30th July 1977 (age 44),16th June 2002 (19 years ago),Fabrício Werdum,,,
1344,Efrén Tiburcio Márquez,187 lbs. (85 kg) at 5'9'' (1.75 m),"Ciudad de México, Ciudad de México (Mexico)",22nd February 1973,11th November 1990 (31 years ago),Mr. Niebla,23rd December 2019,,
13104,Miesha Tate,135 lbs. (61 kg) at 5'6'' (1.68 m),"Tacoma, Washington (United States of America)",18th August 1986 (age 35),24th November 2007 (14 years ago),Miesha Tate ,,,
27970,unknown,165 lbs. (75 kg) at 5'7'' (1.70 m),"Tala, Jalisco (Mexico)",15th May 1995 (age 26),,Dragón Lee,,,
537,Minoru Suzuki,220 lbs. (100 kg) at 5'10'' (1.78 m),"Yokohama, Kanagawa (Japan)",17th June 1968 (age 53),23rd June 1987 (34 years ago),Minoru Suzuki,,,
2443,Jorge Rivera Serrano,192 lbs. (87 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",2nd September 1964 (age 57),8th October 1987 (34 years ago),Skayde,,,
2742,Yujiro Kushida,176 lbs. (80 kg) at 5'9'' (1.75 m),"Tokyo, Tokyo (Japan)",12th May 1983 (age 38),2006,Kushida,,,
540,Minoru Tanaka,198 lbs. (90 kg) at 5'9'' (1.75 m),"Komaki, Aichi (Japan)",29th November 1972 (age 49),24th January 1994 (28 years ago),Minoru Tanaka,,,
12062,Benson Henderson,155 lbs. (70 kg) at 5'9'' (1.75 m),"Colorado Springs, Colorado (United States of America)",16th November 1983 (age 38),18th November 2006 (15 years ago),Ben Henderson,,,
9251,Oliver Claffey,167 lbs. (76 kg) at 5'8'' (1.73 m),"Manchester, Greater Manchester, England (United Kingdom)",7th January 1990 (age 32),4th November 2006 (15 years ago),Jack Claffey,,,
7663,Dennis D. Siver,155 lbs. (70 kg) at 5'7'' (1.70 m),"Omsk, Omsk (Russia)",13th January 1979 (age 43),28th February 2004 (18 years ago),Dennis Siver,,,
8066,Cung Le,185 lbs. (84 kg) at 5'10'' (1.78 m),Thành phö Hö Chí Minh (Vietnam),25th May 1972 (age 49),10th March 2006 (15 years ago),Cung Le,,,
1400,Kanji Inoki,225 lbs. (102 kg) at 6'2'' (1.88 m),"Yokohama, Kanagawa (Japan)",20th February 1943 (age 79),30th September 1960 (61 years ago),Antonio Inoki,,,
1881,Charles Robinson,150 lbs. (68 kg) at 5'7'' (1.70 m),"Charlotte, North Carolina (United States of America)",2nd July 1964 (age 57),15th September 1997 (24 years ago),Charles Robinson,,,
101,Yoshihiro Tajiri,189 lbs. (86 kg) at 5'9'' (1.75 m),"Yokohama, Kanagawa (Japan)",29th September 1970 (age 51),19th September 1989 (32 years ago),TAJIRI,,,
9960,Junior dos Santos Almeida,240 lbs. (109 kg) at 6'4'' (1.93 m),"Caçador, Santa Catarina (Brazil)",12th September 1984 (age 37),16th July 2006 (15 years ago),Junior dos Santos,,,
12059,Dominick Rojelio Cruz,135 lbs. (61 kg) at 5'8'' (1.73 m),"San Diego, California (United States of America)",3rd September 1985 (age 36),29th January 2005 (17 years ago),Dominick Cruz,,,
23528,Émile Charles Baillargeon-Laberge,175 lbs. (79 kg) at 5'8'' (1.73 m),"Laval, Quebec (Canada)",,,Mike Bailey,,,
18170,Scott Stanford,,"Haverstraw, New York (United States of America)",30th August 1968 (age 53),1st December 2009 (12 years ago),Scott Stanford,,,
4078,Stuart Alexander Bennett,246 lbs. (112 kg) at 6'7'' (2.01 m),"Preston, Lancashire, England (United Kingdom)",10th August 1980 (age 41),19th June 2004 (17 years ago),Wade Barrett,,,
29659,Jurn Sijtzema,254 lbs. (115 kg) at 6'2'' (1.88 m),"Heerenveen, Friesland (Netherlands)",29th August 1991 (age 30),20th April 2013 (8 years ago),Jurn Simmons,,,
5451,Andrew Gulak,193 lbs. (88 kg) at 6'1'' (1.85 m),"Philadelphia, Pennsylvania (United States of America)",28th April 1987 (age 34),16th April 2005 (16 years ago),Drew Gulak,,,
28499,unknown,125 lbs. (57 kg) at 5'5'' (1.65 m),"Charlotte, North Carolina (United States of America)",26th July 1995 (age 26),13th June 2014 (7 years ago),Tessa Blanchard ,,,
2184,Miguel Ángel Nava,168 lbs. (76 kg) at 5'6'' (1.68 m),Estado de México (Mexico),29th July 1969 (age 52),,Mike Segura,,,
545,Osamu Matsuda,203 lbs. (92 kg) at 5'11'' (1.80 m),"Hanamaki, Iwate (Japan)",19th April 1966 (age 55),4th July 1986 (35 years ago),El Samurai,,,
3860,Anthony St. Clair-Gregory,244 lbs. (111 kg) at 6'2'' (1.88 m),"Bolton, Greater Manchester, England (United Kingdom)",28th March 1947 (age 74),1966,Tony St. Clair,,,
8134,Clayton Charles Guida,155 lbs. (70 kg) at 5'7'' (1.70 m),"Round Lake, Illinois (United States of America)",8th December 1981 (age 40),26th July 2003 (18 years ago),Clay Guida,,,
423,Christopher Scoville,169 lbs. (77 kg) at 5'7'' (1.70 m),"Grand Rapids, Michigan (United States of America)",17th February 1984 (age 38),1st May 1999 (22 years ago),Jimmy Jacobs,,,
21226,Ronda Jean Rousey,135 lbs. (61 kg) at 5'7'' (1.70 m),"Riverside, California (United States of America)",1st February 1987 (age 35),27th March 2011 (10 years ago),Ronda Rousey ,,,
7788,Forrest Griffin,205 lbs. (93 kg) at 6'3'' (1.91 m),"Columbus, Ohio (United States of America)",1st July 1979 (age 42),27th October 2001 (20 years ago),Forrest Griffin,,,
1612,Nicholas Theodore Nemeth,213 lbs. (97 kg) at 6'0'' (1.83 m),"Cleveland, Ohio (United States of America)",27th July 1980 (age 41),??th November 2004,Dolph Ziggler,,,
2100,Alexander Bedranowsky,180 lbs. (82 kg) at 5'10'' (1.78 m),"München, Bayern (Germany)",21st July 1985 (age 36),4th August 2001 (20 years ago),Thumbtack Jack,,,
118,Joe Hitchen,252 lbs. (114 kg) at 6'4'' (1.93 m),"Toronto, Ontario (Canada)",2nd September 1969 (age 52),1992,Joe E. Legend,,,
346,James Allan Cox,230 lbs. (104 kg) at 6'0'' (1.83 m),"Franklin, Tennessee (United States of America)",1st June 1977 (age 44),1997,James Storm,,,
2073,Katarina Waters,135 lbs. (61 kg) at 5'8'' (1.73 m),"Lüneburg, Niedersachsen (Germany)",10th November 1980 (age 41),??th February 2000,Katarina Leigh ,,,
1119,Marco Jaggi,209 lbs. (95 kg) at 5'11'' (1.80 m),"Biel, Bern (Switzerland)",12th January 1980 (age 42),1998,Ares,,,
12832,Peter Thomas England,205 lbs. (93 kg) at 5'10'' (1.78 m),"Birmingham, West Midlands, England (United Kingdom)",9th November 1993 (age 28),2007,Pete Dunne,,,
1627,Elijah Samuel Burke,230 lbs. (104 kg) at 6'1'' (1.85 m),"Jacksonville, Florida (United States of America)",24th May 1978 (age 43),2003,General Pope,,,
1481,Jamie Szantyr,125 lbs. (57 kg) at 5'5'' (1.65 m),"New Britain, Connecticut (United States of America)",2nd June 1981 (age 40),??th February 2002,Velvet Sky ,,,
22,Dallas Page,232 lbs. (105 kg) at 6'4'' (1.93 m),"Point Pleasant, New Jersey (United States of America)",5th April 1956 (age 65),1979,Diamond Dallas Page,,,
16579,Maximilian Bajlitz,249 lbs. (113 kg) at 6'3'' (1.91 m),"Graz, Steiermark (Austria)",23rd September 1985 (age 36),??th July 2009,Mexx,,,
1143,Arthur Leon Barr,240 lbs. (109 kg) at 6'1'' (1.85 m),"Portland, Oregon (United States of America)",8th October 1966,1st January 1987 (35 years ago),Art Barr,23rd November 1994,,
3104,unknown,,Mexico,18th July 1968 (age 53),11th September 1990 (31 years ago),Pequeño Violencia,,,
1579,unknown,178 lbs. (81 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",5th November 1975 (age 46),5th October 1997 (24 years ago),Sangre Azteca,,,
702,Alfredo Pasillas,205 lbs. (93 kg) at 5'9'' (1.75 m),"La Venta del Astillero, Jalisco (Mexico)",16th July 1966,??th April 1985,Arkángel de la Muerte,13th June 2018,,
20974,Jeffrey Cobb,263 lbs. (119 kg) at 5'10'' (1.78 m),"Honolulu, Hawaii (United States of America)",11th July 1982 (age 39),4th June 2009 (12 years ago),Jeff Cobb,,,
6601,Quinton Ramone Jackson,205 lbs. (93 kg) at 6'1'' (1.85 m),"Memphis, Tennessee (United States of America)",20th June 1978 (age 43),13th November 1999 (22 years ago),Quinton Jackson,,,
2822,unknown,165 lbs. (75 kg) at 5'9'' (1.75 m),"San Andrés Zautla, Oaxaca (Mexico)",11th December 1981 (age 40),2003,El Fuego,,,
938,Gen'ichiro Shimada,265 lbs. (120 kg) at 6'2'' (1.88 m),"Katsuyama, Fukui (Japan)",2nd February 1950 (age 72),11th November 1976 (45 years ago),Gen'ichiro Tenryu,,,
1044,Masayoshi Fujiwara,235 lbs. (107 kg) at 5'10'' (1.78 m),"Honolulu, Hawaii (United States of America)",4th May 1934,1962,Mr. Fuji,28th August 2016,,
4126,Samuel Alton Johnston,200 lbs. (91 kg) at 5'10'' (1.78 m),"Bellefontaine, Ohio (United States of America)",1st September 1987 (age 34),??th March 2006,Sami Callihan,,,
12528,Brian Christopher Button,272 lbs. (123 kg) at 6'0'' (1.83 m),"Chico, California (United States of America)",2nd February 1984 (age 38),1998,Brian Cage,,,
1575,Mickie Lee Knuckles,185 lbs. (84 kg) at 5'4'' (1.63 m),"Clarksville, Indiana (United States of America)",16th May 1984 (age 37),1st August 2003 (18 years ago),Mickie Knuckles ,,,
1313,Sandra González Calderón,123 lbs. (56 kg) at 5'3'' (1.60 m),"Ciudad de México, Ciudad de México (Mexico)",26th June 1970 (age 51),30th June 1986 (35 years ago),Lady Apache ,,,
29668,Demi Bennett,137 lbs. (62 kg) at 5'8'' (1.73 m),"Adelaide, South Australia (Australia)",11th October 1996 (age 25),29th June 2013 (8 years ago),Rhea Ripley ,,,
351,Yoshihiro Yamazaki,190 lbs. (86 kg) at 5'11'' (1.80 m),"Urayasu, Chiba (Japan)",20th October 1970 (age 51),15th July 1995 (26 years ago),Tiger Mask #4,,,
2121,Geneviève Goulet,137 lbs. (62 kg) at 5'3'' (1.60 m),"Sorel-Tracy, Quebec (Canada)",15th February 1980 (age 42),23rd June 1997 (24 years ago),LuFisto ,,,
550,Yoshihiro Takayama,276 lbs. (125 kg) at 6'5'' (1.96 m),"Tokyo, Tokyo (Japan)",19th September 1966 (age 55),28th June 1992 (29 years ago),Yoshihiro Takayama,,,
1173,Pedro Morales,235 lbs. (107 kg) at 5'10'' (1.78 m),Culebra (Puerto Rico),22nd October 1942,11th November 1958 (63 years ago),Pedro Morales,12th February 2019,,
23359,Josh Bodom,180 lbs. (82 kg) at 5'11'' (1.80 m),United Kingdom,,6th November 2011 (10 years ago),Josh Bodom,,,
1079,Jay Ross,179 lbs. (81 kg) at 5'6'' (1.68 m),"California City, California (United States of America)",,7th November 1994 (27 years ago),Blitzkrieg,,,
5456,unknown,168 lbs. (76 kg) at 5'7'' (1.70 m),San Juan (Puerto Rico),11th May 1987 (age 34),17th February 2007 (15 years ago),Lince Dorado,,,
14777,Kayleigh Rae,112 lbs. (51 kg) at 5'8'' (1.73 m),"Glasgow, Glasgow, Scotland (United Kingdom)",11th August 1991 (age 30),30th May 2009 (12 years ago),Kay Lee Ray ,,,
634,unknown,99 lbs. (45 kg) at 2'7'' (0.79 m),"Ciudad de México, Ciudad de México (Mexico)",1967,1988,Kemonito,,,
2887,unknown,168 lbs. (76 kg) at 5'7'' (1.70 m),"Heroica Puebla de Zaragoza, Puebla (Mexico)",25th February 1978 (age 44),30th April 1999 (22 years ago),Pegasso,,,
3089,unknown,168 lbs. (76 kg) at 5'8'' (1.73 m),Mexico,12th August 1982 (age 39),,Príncipe Odín Jr.,,,
9801,unknown,165 lbs. (75 kg) at 5'7'' (1.70 m),Mexico,,1990,Policeman,,,
2173,Masaki Sumitani,194 lbs. (88 kg) at 6'1'' (1.85 m),"Harima, Hyogo (Japan)",8th December 1975 (age 46),3rd November 2005 (16 years ago),HG,,,
3102,unknown,190 lbs. (86 kg) at 5'9'' (1.75 m),"Guadalajara, Jalisco (Mexico)",31st October 1976 (age 45),1996,Neutrón,,,
7633,Rashad Anton Evans,205 lbs. (93 kg) at 5'11'' (1.80 m),"Niagara Falls, New York (United States of America)",25th September 1979 (age 42),10th April 2004 (17 years ago),Rashad Evans,,,
28938,Luis Fernandez-Gil,,,,2014,Cesar Duran,,,
17171,Andrew Everett,200 lbs. (91 kg) at 6'0'' (1.83 m),"Burlington, North Carolina (United States of America)",14th July 1992 (age 29),,Andrew Everett,,,
7267,Vitor Vieira Belfort,185 lbs. (84 kg) at 6'0'' (1.83 m),"Río de Janeiro, Río de Janeiro (Brazil)",1st April 1977 (age 44),11th October 1996 (25 years ago),Vitor Belfort,,,
7714,Christian Cyrus Leben,185 lbs. (84 kg) at 5'11'' (1.80 m),"Portland, Oregon (United States of America)",21st July 1980 (age 41),10th August 2002 (19 years ago),Chris Leben,,,
8079,Diego J. Sánchez,170 lbs. (77 kg) at 5'10'' (1.78 m),"Albuquerque, New Mexico (United States of America)",31st December 1981 (age 40),21st June 2002 (19 years ago),Diego Sánchez,,,
2998,Robert Anthony,220 lbs. (100 kg) at 6'2'' (1.88 m),"Chicago, Illinois (United States of America)",8th June 1982 (age 39),23rd November 2001 (20 years ago),Robert Anthony,,,
7691,Ignacio Patiño,187 lbs. (85 kg) at 5'7'' (1.70 m),Mexico,11th February 1986 (age 36),2000,Soul Rocker,,,
2262,John Yurnet,185 lbs. (84 kg) at 5'8'' (1.73 m),Hormigueros (Puerto Rico),21st June 1987 (age 34),2004,The Mecha Wolf,,,
