,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
24382,Ilja Rukober,198 lbs. (90 kg) at 5'10'' (1.78 m),"Moskwa, Moskwa (Russia)",10th October 1993 (age 28),21st April 2012 (9 years ago),Ilja Dragunov,,,
1475,Nobuyoshi Nakamura,154 lbs. (70 kg) at 5'4'' (1.63 m),"Tokai, Aichi (Japan)",2nd February 1976 (age 46),10th April 1994 (27 years ago),Dragon Kid,,,
629,unknown,110 lbs. (50 kg) at 4'11'' (1.50 m),Japan,,26th November 1991 (30 years ago),Command Bolshoi ,,,
27228,Iban Dido Gutierrez,183 lbs. (83 kg) at 5'7'' (1.70 m),"Torreón, Coahuila de Zaragoza (Mexico)",17th April 1995 (age 26),,El Bandido,,,
7537,Lyoto Carvalho Machida,205 lbs. (93 kg) at 6'1'' (1.85 m),"Salvador, Bahia (Brazil)",30th May 1978 (age 43),2nd May 2003 (18 years ago),Lyoto Machida,,,
1423,Jonathan Theodore Wisniski,250 lbs. (113 kg) at 6'4'' (1.93 m),Washington (United States of America),22nd September 1929,1947,Johnny Valentine,24th April 2001,,
1002,Takeshi Morishima,320 lbs. (145 kg) at 6'3'' (1.91 m),"Tokyo, Tokyo (Japan)",15th October 1978 (age 43),22nd March 1998 (23 years ago),Takeshi Morishima,,,
90,Dean Simon,212 lbs. (96 kg) at 5'10'' (1.78 m),"Irvington, New Jersey (United States of America)",4th August 1960 (age 61),1979,Dean Malenko,,,
2206,Frederick Kenneth Blassman,220 lbs. (100 kg) at 5'10'' (1.78 m),"St. Louis, Missouri (United States of America)",8th February 1918,1935,Freddie Blassie,2nd June 2003,,
1574,Elizabeth Copeland,150 lbs. (68 kg) at 5'7'' (1.70 m),"Elmira, New York (United States of America)",24th November 1980 (age 41),??th May 2001,Beth Phoenix ,,,
2538,Tom Budgen,215 lbs. (98 kg) at 5'11'' (1.80 m),"Alkmaar, Noord-Holland (Netherlands)",19th May 1985 (age 36),18th June 2002 (19 years ago),Malakai Black,,,
970,Naruki Doi,176 lbs. (80 kg) at 5'8'' (1.73 m),"Ikoma, Nara (Japan)",4th October 1980 (age 41),3rd May 2000 (21 years ago),Naruki Doi,,,
19,William Jason Reso,227 lbs. (103 kg) at 6'1'' (1.85 m),"Kitchener, Ontario (Canada)",30th November 1973 (age 48),9th June 1995 (26 years ago),Christian Cage,,,
2306,Natalie Katherine Neidhart-Wilson,135 lbs. (61 kg) at 5'5'' (1.65 m),"Calgary, Alberta (Canada)",27th May 1982 (age 39),2000,Natalya ,,,
2306,Natalie Katherine Neidhart-Wilson,135 lbs. (61 kg) at 5'5'' (1.65 m),"Calgary, Alberta (Canada)",27th May 1982 (age 39),2000,Natalya ,,,
312,Matthew Capiccioni,181 lbs. (82 kg) at 5'7'' (1.70 m),"Cleveland, Ohio (United States of America)",31st December 1980 (age 41),21st August 2001 (20 years ago),Matt Cross,,,
2022,Mayumi Ozaki,125 lbs. (57 kg) at 5'1'' (1.55 m),"Kawagoe, Saitama (Japan)",28th October 1968 (age 53),17th August 1986 (35 years ago),Mayumi Ozaki ,,,
6,Paul Michael Levesque,264 lbs. (120 kg) at 6'4'' (1.93 m),"Nashua, New Hampshire (United States of America)",27th July 1969 (age 52),??th November 1992,Triple H,,,
378,Salvador Guerrero Quesada,210 lbs. (95 kg) at 5'9'' (1.75 m),"El Paso, Texas (United States of America)",11th January 1921,15th September 1937 (84 years ago),Gori Guerrero,18th April 1990,,
29322,Joanna Jedrzejczyk	,115 lbs. (52 kg) at 5'6'' (1.68 m),Poland,18th August 1987 (age 34),19th May 2012 (9 years ago),Joanna Jedrzejczyk	 ,,,
31116,Hana Kimura,128 lbs. (58 kg) at 5'5'' (1.65 m),"Yokohama, Kanagawa (Japan)",3rd September 1997,30th March 2016 (5 years ago),Hana Kimura ,22nd May 2020,,
1499,Pedro Aguayo Ramírez,170 lbs. (77 kg) at 5'6'' (1.68 m),"Ciudad de México, Ciudad de México (Mexico)",23rd July 1979,18th June 1995 (26 years ago),Perro Aguayo Jr.,20th March 2015,,
2715,Drake Wuertz,190 lbs. (86 kg) at 5'9'' (1.75 m),"Indianapolis, Indiana (United States of America)",10th September 1984 (age 37),2001,Drake Younger,,,
4713,Saraya-Jade Bevis,135 lbs. (61 kg) at 5'8'' (1.73 m),"Norwich, Norfolk, England (United Kingdom)",17th August 1992 (age 29),2005,Paige ,,,
30394,Toni Rossall,152 lbs. (69 kg) at 5'5'' (1.65 m),"Gold Coast, Queensland (Australia)",19th October 1995 (age 26),9th October 2009 (12 years ago),Toni Storm ,,,
504,Mickie Laree James-Aldis,124 lbs. (56 kg) at 5'4'' (1.63 m),"Richmond, Virginia (United States of America)",31st August 1979 (age 42),1999,Mickie James ,,,
31995,Maxwell Tyler Friedman,216 lbs. (98 kg) at 5'11'' (1.80 m),"Plainview, New York (United States of America)",15th March 1996 (age 26),13th February 2015 (7 years ago),MJF,,,
28934,Konami Takemoto,121 lbs. (55 kg) at 5'1'' (1.55 m),"Fukuyama, Hiroshima (Japan)",15th July 1996 (age 25),7th October 2014 (7 years ago),Konami ,,,
517,Osamu Nishimura,231 lbs. (105 kg) at 6'1'' (1.85 m),"Tokyo, Tokyo (Japan)",23rd September 1971 (age 50),21st April 1991 (30 years ago),Osamu Nishimura,,,
1482,Robert James Marella,400 lbs. (181 kg) at 6'5'' (1.96 m),"New York City, New York (United States of America)",4th June 1937,1960,Gorilla Monsoon,6th October 1999,,
5701,unknown,198 lbs. (90 kg) at 5'10'' (1.78 m),"Ciudad de México, Ciudad de México (Mexico)",27th March 1985 (age 36),23rd February 2002 (20 years ago),Trauma #1,,,
9710,Michael Joseph Chioda,175 lbs. (79 kg) at 6'0'' (1.83 m),"Willingboro, New Jersey (United States of America)",1st August 1966 (age 55),1983,Mike Chioda,,,
1586,Yoshiaki Fujiwara,225 lbs. (102 kg) at 6'1'' (1.85 m),"Kitakami, Iwate (Japan)",27th April 1949 (age 72),12th November 1972 (49 years ago),Yoshiaki Fujiwara,,,
9522,Kazushi Sakuraba,170 lbs. (77 kg) at 5'11'' (1.80 m),"Katagami, Akita (Japan)",14th July 1969 (age 52),13th August 1993 (28 years ago),Kazushi Sakuraba,,,
2802,Rodrigo Vera,152 lbs. (69 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",22nd October 1984 (age 37),2003,Aero Star,,,
2164,Takuya Sugi,143 lbs. (65 kg) at 5'5'' (1.65 m),"Shizuoka, Shizuoka (Japan)",25th May 1982 (age 39),11th May 2003 (18 years ago),SUGI,,,
908,Jorge Luis Casas Ruiz,189 lbs. (86 kg) at 5'8'' (1.73 m),"Ciudad de México, Ciudad de México (Mexico)",22nd March 1964 (age 57),1982,Felino,,,
278,Atsushi Onita,240 lbs. (109 kg) at 5'9'' (1.75 m),"Nagasaki, Nagasaki (Japan)",25th October 1957 (age 64),14th April 1974 (47 years ago),Atsushi Onita,,,
10566,Austin Jenkins,210 lbs. (95 kg) at 5'11'' (1.80 m),"Lancaster, Pennsylvania (United States of America)",5th July 1989 (age 32),6th April 2008 (13 years ago),Adam Cole,,,
120,Amy Christine Dumas,135 lbs. (61 kg) at 5'6'' (1.68 m),"Fort Lauderdale, Florida (United States of America)",14th April 1975 (age 46),9th January 1999 (23 years ago),Lita ,,,
1748,Wesley Richards,206 lbs. (93 kg) at 5'7'' (1.70 m),"Othello, Washington (United States of America)",1st March 1983 (age 39),??th June 2004,Davey Richards,,,
3109,unknown,165 lbs. (75 kg) at 5'1'' (1.55 m),Mexico,2nd October 1967 (age 54),19th June 1991 (30 years ago),Pierrothito,,,
1430,Kim Sin-rak,240 lbs. (109 kg) at 5'9'' (1.75 m),Sinpung-ri (North Korea),14th November 1924,28th October 1951 (70 years ago),Rikidozan,15th December 1963,,
14173,Masashi Takeda,198 lbs. (90 kg) at 5'8'' (1.73 m),"Machida, Tokyo (Japan)",13th August 1985 (age 36),17th April 2005 (16 years ago),Masashi Takeda,,,
9706,Mickie Jay Henson,,Florida (United States of America),1963,,Mickie Jay Henson,14th February 2022,,
577,Erika Shishido,225 lbs. (102 kg) at 5'5'' (1.65 m),"Tokyo, Tokyo (Japan)",25th September 1970 (age 51),17th September 1986 (35 years ago),Aja Kong ,,,
228,Brandon Silvestry,160 lbs. (73 kg) at 5'8'' (1.73 m),"New York City, New York (United States of America)",6th September 1979 (age 42),25th September 1998 (23 years ago),Low-Ki,,,
876,Tully Blanchard,235 lbs. (107 kg) at 5'10'' (1.78 m),"San Antonio, Texas (United States of America)",22nd January 1954 (age 68),1974,Tully Blanchard,,,
2140,Víctor Manuel Soto Flores,174 lbs. (79 kg) at 5'9'' (1.75 m),"Ciudad de México, Ciudad de México (Mexico)",23rd July 1979 (age 42),??th April 1998,Drago,,,
22661,Khabib Nurmagomedov,155 lbs. (70 kg) at 5'10'' (1.78 m),"Machatschkala, Dagestan (Russia)",20th September 1988 (age 33),13th September 2008 (13 years ago),Khabib Nurmagomedov,,,
443,John Randall Hennigan,215 lbs. (98 kg) at 6'0'' (1.83 m),"Los Angeles, California (United States of America)",3rd October 1979 (age 42),2002,John Hennigan,,,
651,Daniel Lyon,240 lbs. (109 kg) at 6'0'' (1.83 m),"Los Angeles, California (United States of America)",23rd May 1975 (age 46),1997,Super Dragon,,,
7538,Wanderlei Cesar da Silva,185 lbs. (84 kg) at 5'11'' (1.80 m),"Curitiba, Paraná (Brazil)",3rd July 1976 (age 45),1st November 1996 (25 years ago),Wanderlei Silva,,,
2086,Daniel Allen Hodge,220 lbs. (100 kg) at 5'10'' (1.78 m),"Perry, Oklahoma (United States of America)",13th May 1932,2nd October 1959 (62 years ago),Danny Hodge,25th December 2020,,
11839,Ikuhisa Minowa,185 lbs. (84 kg) at 5'9'' (1.75 m),"Hashima, Gifu (Japan)",12th January 1976 (age 46),30th March 1996 (25 years ago),Minowaman,,,
8063,Maurício Milani Rua,205 lbs. (93 kg) at 6'1'' (1.85 m),"Curitiba, Paraná (Brazil)",25th November 1981 (age 40),1st August 2003 (18 years ago),Maurício Rua,,,
1648,William A. Robinson,240 lbs. (109 kg) at 5'11'' (1.80 m),"Manchester, Greater Manchester, England (United Kingdom)",18th September 1938,1955,Billy Robinson,27th February 2014,,
8887,Frank James Edgar,145 lbs. (66 kg) at 5'6'' (1.68 m),"Summit, New Jersey (United States of America)",16th October 1981 (age 40),29th October 2005 (16 years ago),Frankie Edgar,,,
1568,Frank Donald Goodish,325 lbs. (147 kg) at 6'8'' (2.03 m),United States of America,18th June 1946,1973,Bruiser Brody,17th July 1988,,
6030,John Miller,154 lbs. (70 kg) at 5'8'' (1.73 m),"Manchester, Greater Manchester, England (United Kingdom)",29th June 1942 (age 79),??th June 1958,Johnny Saint,,,
55,David Smith,260 lbs. (118 kg) at 5'11'' (1.80 m),"Golborne, Greater Manchester, England (United Kingdom)",28th November 1962,1978,Davey Boy Smith,18th May 2002,,
29,Michael Lee Alfonso,292 lbs. (132 kg) at 6'6'' (1.98 m),"Tampa, Florida (United States of America)",24th January 1965,??th February 1989,Mike Awesome,17th February 2007,,
353,Masahiro Chono,238 lbs. (108 kg) at 6'1'' (1.85 m),"Seattle, Washington (United States of America)",17th September 1963 (age 58),5th October 1984 (37 years ago),Masahiro Chono,,,
2067,Jonathan Good,225 lbs. (102 kg) at 6'4'' (1.93 m),"Cincinnati, Ohio (United States of America)",7th December 1985 (age 36),??th June 2004,Jon Moxley,,,
12066,José Aldo da Silva Oliveira Júnior,145 lbs. (66 kg) at 5'7'' (1.70 m),"Manaus, Amazonas (Brazil)",9th September 1986 (age 35),10th April 2004 (17 years ago),José Aldo,,,
21110,Mercedes Justine Kaestner-Varnado,115 lbs. (52 kg) at 5'5'' (1.65 m),"Fairfield, California (United States of America)",26th January 1992 (age 30),8th August 2010 (11 years ago),Sasha Banks ,,,
420,Chris Spradlin,225 lbs. (102 kg) at 6'4'' (1.93 m),"Dayton, Ohio (United States of America)",24th December 1979 (age 42),12th September 1998 (23 years ago),Kassius Ohno,,,
551,Tatsumi Fujinami,238 lbs. (108 kg) at 6'0'' (1.83 m),"Oita, Oita (Japan)",28th December 1953 (age 68),9th May 1971 (50 years ago),Tatsumi Fujinami,,,
4245,unknown,174 lbs. (79 kg) at 5'9'' (1.75 m),"Guadalajara, Jalisco (Mexico)",3rd November 1988 (age 33),14th July 2005 (16 years ago),Máscara Dorada,,,
622,Mariela Balbueno Torres,231 lbs. (105 kg) at 5'3'' (1.60 m),"Ciudad de México, Ciudad de México (Mexico)",15th October 1979 (age 42),15th October 1996 (25 years ago),Mari Apache ,,,
600,Emily Sharp,115 lbs. (52 kg) at 5'4'' (1.63 m),"Cape Girardeau, Missouri (United States of America)",11th May 1983 (age 38),29th March 2002 (19 years ago),Daizee Haze ,,,
13,Robert Alexander Szatkowski,235 lbs. (107 kg) at 6'0'' (1.83 m),"Battle Creek, Michigan (United States of America)",18th December 1970 (age 51),1990,Rob Van Dam,,,
668,Ayako Valentina Hamada Villarreal,132 lbs. (60 kg) at 5'4'' (1.63 m),"Ciudad de México, Ciudad de México (Mexico)",14th February 1981 (age 41),9th August 1998 (23 years ago),Ayako Hamada ,,,
653,Larissa Vados,130 lbs. (59 kg) at 5'6'' (1.68 m),"Minneapolis, Minnesota (United States of America)",27th April 1983 (age 38),??th August 2000,Lacey ,,,
2,Scott Anthony Levy,244 lbs. (111 kg) at 6'0'' (1.83 m),"Short Hills, New Jersey (United States of America)",8th September 1964 (age 57),20th February 1988 (34 years ago),Raven,,,
222,Brian William Pillman,235 lbs. (107 kg) at 6'0'' (1.83 m),"Norwood, Ohio (United States of America)",22nd May 1962,25th October 1986 (35 years ago),Brian Pillman,5th October 1997,,
1581,Terry Allen,245 lbs. (111 kg) at 6'1'' (1.85 m),"Chesapeake, Virginia (United States of America)",11th June 1959 (age 62),1977,Magnum TA,,,
1841,Sebastiaan Rutten,205 lbs. (93 kg) at 6'1'' (1.85 m),"Tilburg, Noord-Brabant (Netherlands)",24th February 1965 (age 57),21st September 1993 (28 years ago),Bas Rutten,,,
7133,Matthew Allen Hughes,170 lbs. (77 kg) at 5'9'' (1.75 m),"Hillsboro, Illinois (United States of America)",13th October 1973 (age 48),25th April 1998 (23 years ago),Matt Hughes,,,
6435,Royce Gracie,175 lbs. (79 kg) at 6'1'' (1.85 m),"Río de Janeiro, Río de Janeiro (Brazil)",12th December 1966 (age 55),12th November 1993 (28 years ago),Royce Gracie,,,
1796,George Burrell Woodin,230 lbs. (104 kg) at 6'0'' (1.83 m),"Charlotte, North Carolina (United States of America)",28th November 1934,1963,Mr. Wrestling,30th November 2002,,
212,Shannon Claire Spruill,125 lbs. (57 kg) at 5'6'' (1.68 m),"Wiesbaden, Hessen (Germany)",17th July 1975,6th December 1999 (22 years ago),Daffney ,1st September 2021,,
67,Richard Morgan Fliehr,243 lbs. (110 kg) at 6'1'' (1.85 m),"Memphis, Tennessee (United States of America)",25th February 1949 (age 73),10th December 1972 (49 years ago),Ric Flair,,,
4247,unknown,198 lbs. (90 kg) at 5'9'' (1.75 m),Mexico,6th July 1990 (age 31),26th November 2006 (15 years ago),Puma King,,,
1441,Johnny Walker,244 lbs. (111 kg) at 6'0'' (1.83 m),"Charleston, South Carolina (United States of America)",10th September 1934,1956,Mr. Wrestling #2,10th June 2020,,
1910,Jenna Grattan,128 lbs. (58 kg) at 5'4'' (1.63 m),"Brockville, Ontario (Canada)",26th October 1987 (age 34),??th December 2003,Portia Pérez ,,,
32852,Raquel Lourenço,128 lbs. (58 kg) at 5'5'' (1.65 m),"Lisboa, Região de Lisboa (Portugal)",21st March 1992 (age 29),26th September 2010 (11 years ago),Killer Kelly ,,,
417,Yoshihiro Asai,185 lbs. (84 kg) at 5'8'' (1.73 m),"Nagoya, Aichi (Japan)",12th December 1966 (age 55),13th May 1987 (34 years ago),Último Dragón,,,
27667,Alexis Kaufman,102 lbs. (46 kg) at 5'1'' (1.55 m),"Columbus, Ohio (United States of America)",9th August 1991 (age 30),20th September 2013 (8 years ago),Alexa Bliss ,,,
23236,William Peter Charles Ospreay,225 lbs. (102 kg) at 6'1'' (1.85 m),"London, Greater London, England (United Kingdom)",7th May 1993 (age 28),1st April 2012 (9 years ago),Will Ospreay,,,
4363,John Anthony Nicholas Gargano,170 lbs. (77 kg) at 5'10'' (1.78 m),"Lakewood, Ohio (United States of America)",14th August 1987 (age 34),2005,Johnny Gargano,,,
1005,Nobuhiko Takada,210 lbs. (95 kg) at 6'0'' (1.83 m),"Yokohama, Kanagawa (Japan)",12th April 1962 (age 59),9th May 1981 (40 years ago),Nobuhiko Takada,,,
33,Glenn Thomas Jacobs,310 lbs. (141 kg) at 6'8'' (2.03 m),"Madrid, Comunidad de Madrid (Spain)",26th April 1967 (age 54),18th June 1992 (29 years ago),Kane,,,
5998,Emanuel Alejandro Rodríguez,170 lbs. (77 kg) at 5'6'' (1.68 m),"Chicago, Illinois (United States of America)",14th November 1986 (age 35),2006,Samuray del Sol,,,
14663,Ghulam Muhammad,,"Amritsar, Punjab (India)",1880,,Great Gama,22nd May 1963,5'7'' (1.70 m),
411,Gail Kim Irvine,120 lbs. (54 kg) at 5'4'' (1.63 m),"Toronto, Ontario (Canada)",20th February 1977 (age 45),??th December 2000,Gail Kim ,,,
2918,José Luis Florencio Ramos ,176 lbs. (80 kg) at 5'3'' (1.60 m),"Saltillo, Coahuila de Zaragoza (Mexico)",28th August 1980 (age 41),1997,Demus,,,
2898,unknown,161 lbs. (73 kg) at 5'2'' (1.57 m),"Guadalajara, Jalisco (Mexico)",8th August 1972 (age 49),,Último Dragoncito,,,
20927,Hiromu Takahashi,181 lbs. (82 kg) at 5'7'' (1.70 m),"Hachioji, Tokyo (Japan)",4th December 1989 (age 32),24th August 2010 (11 years ago),Hiromu Takahashi,,,
1067,Warren Nicholas Bockwinkel,240 lbs. (109 kg) at 5'10'' (1.78 m),"St. Louis, Missouri (United States of America)",6th December 1934,1954,Nick Bockwinkel,14th November 2015,,
12249,Windham Lawrence Rotunda,285 lbs. (129 kg) at 6'3'' (1.91 m),"Brooksville, Florida (United States of America)",23rd May 1987 (age 34),5th February 2009 (13 years ago),Windham Rotunda,,,
518,Joshua Lawrence Barnett,250 lbs. (113 kg) at 6'3'' (1.91 m),"Seattle, Washington (United States of America)",10th November 1977 (age 44),11th January 1997 (25 years ago),Josh Barnett,,,
25690,Yuka Yasukawa,126 lbs. (57 kg) at 5'4'' (1.63 m),"Misawa, Aomori (Japan)",13th November 1986 (age 35),5th February 2012 (10 years ago),Act Yasukawa ,,,
6443,Jay Dee Penn,170 lbs. (77 kg) at 5'9'' (1.75 m),"Kailua, Hawaii (United States of America)",13th December 1978 (age 43),4th May 2001 (20 years ago),BJ Penn,,,
3215,Emi Motokawa,154 lbs. (70 kg) at 5'1'' (1.55 m),"Kimitsu, Chiba (Japan)",4th October 1976 (age 45),17th August 1995 (26 years ago),Emi Sakura ,,,
9402,John Michael McCarthy,240 lbs. (109 kg) at 6'4'' (1.93 m),"Los Angeles, California (United States of America)",12th October 1962 (age 59),11th March 1994 (28 years ago),John McCarthy,,,
132,Darren Kenneth Matthews,247 lbs. (112 kg) at 6'4'' (1.93 m),"Codsall, Staffordshire, England (United Kingdom)",10th May 1968 (age 53),??th August 1983,William Regal,,,
2558,unknown,172 lbs. (78 kg) at 5'10'' (1.78 m),"Ciudad de México, Ciudad de México (Mexico)",12th February 1987 (age 35),2005,Felino Jr.,,,
373,Rodolfo Guzmán Huerta,209 lbs. (95 kg) at 5'9'' (1.75 m),"Tulancingo de Bravo, Hidalgo (Mexico)",23rd September 1917,28th June 1934 (87 years ago),El Santo,5th February 1984,,
971,Shingo Takagi,209 lbs. (95 kg) at 5'10'' (1.78 m),"Yamanashi, Yamanashi (Japan)",21st November 1982 (age 39),3rd October 2004 (17 years ago),Shingo Takagi,,,
1515,Taiji Ishimori,165 lbs. (75 kg) at 5'4'' (1.63 m),"Tagajo, Miyagi (Japan)",10th February 1983 (age 39),11th May 2002 (19 years ago),Taiji Ishimori,,,
19635,Chris Weidman,185 lbs. (84 kg) at 6'2'' (1.88 m),"Baldwin, New York (United States of America)",17th June 1984 (age 37),20th February 2009 (13 years ago),Chris Weidman,,,
6309,Tommaso Whitney,201 lbs. (91 kg) at 5'11'' (1.80 m),"Boston, Massachusetts (United States of America)",8th May 1985 (age 36),9th February 2005 (17 years ago),Tommaso Ciampa,,,
487,Robert Goodwin,192 lbs. (87 kg) at 6'1'' (1.85 m),United States of America,11th September 1981 (age 40),25th May 2002 (19 years ago),Hallowicked,,,
287,Richard Erwin Rood,251 lbs. (114 kg) at 6'3'' (1.91 m),"Robbinsdale, Minnesota (United States of America)",7th December 1958,16th August 1982 (39 years ago),Rick Rude,20th April 1999,,
5454,unknown,170 lbs. (77 kg) at 5'7'' (1.70 m),,,,Ophidian,,,
44,Scott Oliver Hall,280 lbs. (127 kg) at 6'7'' (2.01 m),"Miami, Florida (United States of America)",20th October 1958,??th October 1984,Scott Hall,14th March 2022,,
4460,Fernando Montés Martínez,183 lbs. (83 kg) at 5'8'' (1.73 m),"Ciudad de México, Ciudad de México (Mexico)",17th April 1974 (age 47),1997,Fierro,,,
16906,Herb Dean,205 lbs. (93 kg) at 6'1'' (1.85 m),"Pasadena, California (United States of America)",30th September 1970 (age 51),9th September 2001 (20 years ago),Herb Dean,,,
17063,Rickson Gracie,185 lbs. (84 kg) at 5'8'' (1.73 m),"Río de Janeiro, Río de Janeiro (Brazil)",20th November 1958 (age 63),25th April 1980 (41 years ago),Rickson Gracie,,,
1890,Henry Clayton,200 lbs. (91 kg) at 5'9'' (1.75 m),"Madison, Wisconsin (United States of America)",24th May 1860,??th May 1882,Evan Lewis,3rd November 1919,,
18326,unknown,161 lbs. (73 kg) at 5'7'' (1.70 m),"Nezahualcóyotl, Estado de México (Mexico)",30th November 1994 (age 27),??th April 2005,La Flamita,,,
642,Matthew Wade Osborne,240 lbs. (109 kg) at 6'1'' (1.85 m),"Ellwood City, Pennsylvania (United States of America)",27th July 1957,6th December 1978 (43 years ago),Matt Borne,28th June 2013,,
1444,Terry Ray Gordy,289 lbs. (131 kg) at 6'4'' (1.93 m),"Chattanooga, Tennessee (United States of America)",23rd April 1961,1977,Terry Gordy,16th July 2001,,
8890,Cain Ramírez Velasquez,240 lbs. (109 kg) at 6'1'' (1.85 m),"Yuma, Arizona (United States of America)",28th July 1982 (age 39),7th October 2006 (15 years ago),Cain Velasquez,,,
