,Real Name,Birthplace,Date of Birth,Date of Death,wrestler_name,Debut,Weight,Weight and Height,Height
7293,unknown,"Richmond, Virginia (United States of America)",,,Austin Amadeus,2006,,210 lbs. (95 kg) at 5'11'' (1.80 m),
7294,unknown,California (United States of America),,,Carlton Xero,2007,,260 lbs. (118 kg) at 6'0'' (1.83 m),
7295,unknown,Florida (United States of America),,,Chris Jones,2006,,165 lbs. (75 kg) at 5'7'' (1.70 m),
7297,George Lowell Harris,"Dyersburg, Tennessee (United States of America)",12th June 1927,29th November 2002,George Harris,1948,350 lbs. (159 kg),,
7301,unknown,,,,Benny Montana,19th November 2005 (16 years ago),,132 lbs. (60 kg) at 5'9'' (1.75 m),
7304,Bruce Swayze,"Sarasota, Florida (United States of America)",4th??.1943,,Bruce Swayze,,,,
7305,Kenneth Russell,"Indianapolis, Indiana (United States of America)",11th April 1938 (age 83),,Ken Dillinger,,,,
7306,Ted Russell,,1948,17th January 2012,Savannah Jack,,,,
7307,Russ Groves,,,17th October 1975,Ron Dupree,,,,
7308,Frank Öivind Stefan Andersson,"Trollhättan, Västra Götalands (Sweden)",9th May 1956,9th September 2018,Frank Andersson,3rd May 1991 (30 years ago),,234 lbs. (106 kg) at 6'1'' (1.85 m),
7309,unknown,"Guadalajara, Jalisco (Mexico)",26th February 1964 (age 58),,El Líder,,,,
7311,unknown,"Savannah, Georgia (United States of America)",21st April 1956 (age 65),,Vicky Williams ,1969,,121 lbs. (55 kg) at 5'4'' (1.63 m),
7314,unknown,New York (United States of America),,,Kriptic,18th March 2006 (16 years ago),,175 lbs. (79 kg) at 5'10'' (1.78 m),
7315,unknown,"Kill Devil Hills, North Carolina (United States of America)",,,Nick Paradise,??th November 2001,,210 lbs. (95 kg) at 5'10'' (1.78 m),
7316,unknown,,,,OG Hendrix,,,,
7317,unknown,,,,Primal Warpath,,,210 lbs. (95 kg) at 6'2'' (1.88 m),
7318,unknown,"Truth or Consequences, New Mexico (United States of America)",,,Psycho Jack Hansen,??th August 2001,,310 lbs. (141 kg) at 6'3'' (1.91 m),
7319,unknown,Michigan (United States of America),,,Ryot,2003,,255 lbs. (116 kg) at 6'1'' (1.85 m),
7320,unknown,"Moscow, Maine (United States of America)",,,Boris Justice,1st December 2006 (15 years ago),,235 lbs. (107 kg) at 6'4'' (1.93 m),
7321,unknown,"Buffalo, New York (United States of America)",,,Shadokat,??th April 2007,,187 lbs. (85 kg) at 5'2'' (1.57 m),
7322,unknown,"Black Forest, Colorado (United States of America)",,,Superbeast,31st January 2003 (19 years ago),,355 lbs. (161 kg) at 6'0'' (1.83 m),
7323,unknown,"Las Vegas, Nevada (United States of America)",,,Terry Kadillac,1st April 1986 (35 years ago),,190 lbs. (86 kg) at 5'10'' (1.78 m),
7324,unknown,"Buffalo, New York (United States of America)",,,Trip,??th May 2005,,200 lbs. (91 kg) at 6'0'' (1.83 m),
7325,unknown,"Syracuse, New York (United States of America)",,,Tony Zucco,??th March 2000,,232 lbs. (105 kg) at 6'2'' (1.88 m),
7326,unknown,,,,Tyger Smith,2000,,228 lbs. (103 kg) at 5'8'' (1.73 m),
7327,unknown,,,,Truman P. Wellington III.,??th March 2006,,,5'10'' (1.78 m)
7330,unknown,"Birmingham, Alabama (United States of America)",,,Keith Blonde,2006,,213 lbs. (97 kg) at 5'11'' (1.80 m),
7332,unknown,La Habana (Cuba),,,Logan Fernández,2002,,200 lbs. (91 kg) at 5'7'' (1.70 m),
7333,unknown,,,,Torcher,2004,,400 lbs. (181 kg) at 6'1'' (1.85 m),
7335,unknown,,,,Damien Angel,,,,
7336,unknown,"Newark, New Jersey (United States of America)",1981,,Eddie Taurus,21st September 2001 (20 years ago),,245 lbs. (111 kg) at 5'11'' (1.80 m),
7337,George Henry Walpole Woods,,,,George Woods,,,,
7338,unknown,,,,Sam Stash,,,,
7339,unknown,,,,Valek,,,,
7340,unknown,,,,George Martel,21st September 2001 (20 years ago),,,
7341,unknown,Massachusetts (United States of America),,,Evan Starsmore,2003,,165 lbs. (75 kg) at 5'11'' (1.80 m),
7342,unknown,,,,James T. Micco,,,,
7343,unknown,"New York City, New York (United States of America)",,,Fetish,2003,,,5'7'' (1.70 m)
7344,unknown,"Boston, Massachusetts (United States of America)",1984,,Arsen,,,135 lbs. (61 kg) at 5'7'' (1.70 m),
7345,unknown,"New York City, New York (United States of America)",,,Dizzie,,,230 lbs. (104 kg) at 6'1'' (1.85 m),
7346,unknown,Florida (United States of America),7th December ???,,Gordy Wallace,??th May 2000,,267 lbs. (121 kg) at 6'3'' (1.91 m),
7347,unknown,"Kanesatake, Quebec (Canada)",8th July ???,,Isys Ephex,??th October 1999,,218 lbs. (99 kg) at 6'0'' (1.83 m),
7348,Daniel Walters,"Detroit, Michigan (United States of America)",17th June 1988 (age 33),,Jason Axe,2005,,210 lbs. (95 kg) at 5'9'' (1.75 m),
7349,Josh Jeanneret,Florida (United States of America),14th February ???,,JD Love,??th May 1999,,,6'3'' (1.91 m)
7350,unknown,,16th July ???,,Johnny Law,??th December 2005,,272 lbs. (123 kg) at 6'5'' (1.96 m),
7351,unknown,"Mexico, New York (United States of America)",25th May ???,,Loca Vida,2001,,175 lbs. (79 kg) at 5'10'' (1.78 m),
7352,unknown,"Daytona Beach, Florida (United States of America)",25th May ???,,Steve Cruz,??th December 2001,,210 lbs. (95 kg) at 6'0'' (1.83 m),
7353,unknown,Florida (United States of America),27th July ???,,Steve McKenzie,2002,,195 lbs. (88 kg) at 6'2'' (1.88 m),
7354,Dereck Potocki,"Ramsgate, Kent, England (United Kingdom)",,,Zaquary Springate III.,1996,,225 lbs. (102 kg) at 6'5'' (1.96 m),
7355,unknown,"Comox, British Columbia (Canada)",,,Sgt. Kaos,15th October 1993 (28 years ago),,270 lbs. (122 kg) at 6'1'' (1.85 m),
7356,Sean Tobin,British Columbia (Canada),,,Lumberjack Bubba,??th February 1995,,265 lbs. (120 kg) at 6'2'' (1.88 m),
7357,unknown,,,,Prince Aladdin,??th March 1997,,227 lbs. (103 kg) at 6'1'' (1.85 m),
7358,unknown,"Vanderhoof, British Columbia (Canada)",,,CJ Strongheart,2007,,175 lbs. (79 kg) at 5'11'' (1.80 m),
7360,Robert Steven Szoke,"Calumet City, Illinois (United States of America)",1st June 1975,27th May 2008,Botch,,,250 lbs. (113 kg) at 6'1'' (1.85 m),
7361,unknown,,,,Chris Hall,,,275 lbs. (125 kg) at 6'3'' (1.91 m),
7362,unknown,"San Francisco, California (United States of America)",,,Chris Wonders,,,190 lbs. (86 kg) at 5'8'' (1.73 m),
7363,unknown,"Ann Arbor, Michigan (United States of America)",,,Dave Davidson,,,221 lbs. (100 kg) at 5'11'' (1.80 m),
7364,unknown,"Dayton, Ohio (United States of America)",,,Dustin Rayz,,,190 lbs. (86 kg) at 5'11'' (1.80 m),
7365,unknown,Kentucky (United States of America),,,JD Mariani,1999,,360 lbs. (163 kg) at 5'9'' (1.75 m),
7366,unknown,"Indianapolis, Indiana (United States of America)",26th June 1978 (age 43),,Joey Owens,4th July 1996 (25 years ago),,211 lbs. (96 kg) at 6'1'' (1.85 m),
7367,unknown,,,,Junk Food Junkie,,,300 lbs. (136 kg) at 5'8'' (1.73 m),
7368,unknown,"Key West, Florida (United States of America)",,,Louis Linaris,,,189 lbs. (86 kg) at 6'1'' (1.85 m),
7370,unknown,"Indianapolis, Indiana (United States of America)",,,PT Hustla,,,210 lbs. (95 kg) at 6'2'' (1.88 m),
7371,unknown,"Indianapolis, Indiana (United States of America)",,,Ryan Rich,,,238 lbs. (108 kg) at 6'2'' (1.88 m),
7372,unknown,"Twentynine Palms, California (United States of America)",,,Lou Roberts,,,220 lbs. (100 kg) at 6'2'' (1.88 m),
7373,unknown,"Dayton, Ohio (United States of America)",,,Neaveh,,,132 lbs. (60 kg) at 5'5'' (1.65 m),
7374,unknown,,,,Python,,,,
7375,Michael Runco,"Los Angeles, California (United States of America)",1972,31st May 2020,Michael Blade,,,205 lbs. (93 kg) at 5'8'' (1.73 m),
7377,unknown,"Butler, Pennsylvania (United States of America)",,,Seth James,,,240 lbs. (109 kg) at 6'1'' (1.85 m),
7378,unknown,"Harrisburg, Pennsylvania (United States of America)",,,Calvin McGrath,,,247 lbs. (112 kg) at 6'1'' (1.85 m),
7379,unknown,,,,Matt O'Neil,,,,
7382,unknown,"New Port Richey, Florida (United States of America)",,,Jaison Moore,2001,,192 lbs. (87 kg) at 5'9'' (1.75 m),
7384,unknown,"Leesburg, Florida (United States of America)",,,Raymond Snow,1997,,418 lbs. (190 kg) at 6'3'' (1.91 m),
7385,Casey Thompson,"Kalamazoo, Michigan (United States of America)",,,Casey Thompson,,,,
7386,unknown,,,,Daron Smythe,,,,
7387,unknown,,,,Fantastic Dantastic,2005,,267 lbs. (121 kg) at 6'0'' (1.83 m),
7389,unknown,Florida (United States of America),,,Jared Saint Laurent,2004,,385 lbs. (175 kg) at 6'3'' (1.91 m),
7390,unknown,,,,Preston James,,,,
7391,unknown,"Athens, Georgia (United States of America)",,,Scott Davis,,,,
7392,Mike Hannigan,"Philadelphia, Pennsylvania (United States of America)",19th February 1979 (age 43),,Sideshow,??th November 1994,,187 lbs. (85 kg) at 6'0'' (1.83 m),
7393,unknown,,,,Wade Koverly,,,,
7394,unknown,"Rocky Mount, North Carolina (United States of America)",,,Rex Sterling,,,181 lbs. (82 kg) at 5'8'' (1.73 m),
7397,unknown,,,,Malta the Damager,,,,
7401,unknown,,,,Rocksha,,,,
7402,unknown,,,,Vicious Vin,,,,
7404,unknown,,,,Luis Diamante,,220 lbs. (100 kg),,
7405,unknown,"Youngstown, Ohio (United States of America)",14th October 1978 (age 43),,The Bouncer,29th September 1996 (25 years ago),,285 lbs. (129 kg) at 6'0'' (1.83 m),
7407,unknown,"Bluffton, Indiana (United States of America)",,,Billy Taylor,,,245 lbs. (111 kg) at 6'2'' (1.88 m),
7408,Jason Leon,"Cleveland, Ohio (United States of America)",,,Jason Bane,,300 lbs. (136 kg),,
7409,unknown,"San Diego, California (United States of America)",,,Shawn Blaze,,210 lbs. (95 kg),,
7411,unknown,"Phoenix, Arizona (United States of America)",,,Chris Kole,,,260 lbs. (118 kg) at 5'9'' (1.75 m),
7412,unknown,"Los Angeles, California (United States of America)",,,TJ Dynamite,,,200 lbs. (91 kg) at 6'2'' (1.88 m),
7413,unknown,"Oklahoma City, Oklahoma (United States of America)",,,Anthony Rebis,,,240 lbs. (109 kg) at 5'9'' (1.75 m),
7414,unknown,"Stone Mountain, Georgia (United States of America)",,,Jim Roberts,,,223 lbs. (101 kg) at 6'2'' (1.88 m),
7415,unknown,Hawaii (United States of America),,,Too Cool Abdul,,,235 lbs. (107 kg) at 5'7'' (1.70 m),
7416,unknown,,,,Billy Hyatt,,,,
7417,unknown,,,,Dick Trimmins,,,,
7419,unknown,"Ciudad de México, Ciudad de México (Mexico)",,,Dubleve,,,150 lbs. (68 kg) at 5'10'' (1.78 m),
7420,unknown,,,,Chuck Brody,,,,
7421,unknown,"Campbell, Ohio (United States of America)",,,Curt Fury,,,202 lbs. (92 kg) at 6'0'' (1.83 m),
7422,unknown,,,,Jeff Jevic,,,215 lbs. (98 kg) at 5'8'' (1.73 m),
7423,unknown,"Oberlin, Ohio (United States of America)",,,Nick Ritters,,,220 lbs. (100 kg) at 5'10'' (1.78 m),
7424,unknown,"Pittsburgh, Pennsylvania (United States of America)",,,Louis St. Clair,,,,5'7'' (1.70 m)
7425,unknown,"Canton, Ohio (United States of America)",,,Christian Vaughn,,,216 lbs. (98 kg) at 6'0'' (1.83 m),
7426,unknown,,,,Brandon X,,,237 lbs. (108 kg) at 6'4'' (1.93 m),
7427,unknown,,,,Devlin Anderson,,,,
7428,unknown,,,,Ernie Ballz,,,,
7429,unknown,,,,Brian Bender,,,,
7430,unknown,,,,Tommy Chill,,,,
7431,unknown,,,,Vance Desmond,,,,
7432,unknown,,,,Bryan Fury,,,,
7433,unknown,,,,Flash Fury,,,,
7434,unknown,"Portsmouth, Ohio (United States of America)",1981,,Sam Hane,,,280 lbs. (127 kg) at 6'3'' (1.91 m),
7435,unknown,,,,CO Hustler,,,,
7436,Matthew Hannan,"Streetsboro, Ohio (United States of America)",1988,,Matthew Justice,,,229 lbs. (104 kg) at 6'2'' (1.88 m),
7437,unknown,Kentucky (United States of America),25th February 1976 (age 46),,Juggulator,,,,6'3'' (1.91 m)
7438,unknown,,,,Ryan Midnight,,,,
7439,unknown,"Portsmouth, Ohio (United States of America)",21st July 1977 (age 44),,Trik Nasty,??th October 2000,,227 lbs. (103 kg) at 6'0'' (1.83 m),
7441,unknown,,,,Cyrus Poe,,,,
7442,unknown,,,,JD Santos,,,,
7443,unknown,"Columbus, Ohio (United States of America)",,,Virus,,,,
7444,unknown,"Salinas, California (United States of America)",16th April ???,,Alan Wasylychyn,,,,
7446,unknown,,,,Minka Murder,,,,
7447,unknown,,,,AJ Sparks ,,,,
7448,unknown,,,,Josh Hayes,,,,
7449,Matt Revel,,,,Archadia,,,150 lbs. (68 kg) at 5'8'' (1.73 m),
7453,unknown,,,,Jonny D,,,,
7454,unknown,"New York City, New York (United States of America)",,,Mike Donovan,??th October 2002,,180 lbs. (82 kg) at 5'9'' (1.75 m),
7455,unknown,United States of America,,,Rob Vegas,,,,
7456,Gary Stenshorn,"Rochester, New York (United States of America)",24th October ???,,Eric Everlast,1999,,264 lbs. (120 kg) at 6'4'' (1.93 m),
7457,unknown,,,,Dicky Sánchez,,,,
7458,unknown,,,,Spazz,,,,
7459,unknown,"Buffalo, New York (United States of America)",,,Mastiff,,,201 lbs. (91 kg) at 5'10'' (1.78 m),
7460,unknown,,,,Dewey,,,,
7461,unknown,,,,Evan McCloud,,,,
7462,unknown,"Asheville, North Carolina (United States of America)",,,Gabe Saint,,,168 lbs. (76 kg) at 5'10'' (1.78 m),
7464,unknown,,,,Johnny Kayfabe,,,,
7465,unknown,,,,Kyle McCloud,,,,
7466,unknown,New York (United States of America),,,Marc Hauss,2003,,200 lbs. (91 kg) at 5'9'' (1.75 m),
7467,unknown,"New York City, New York (United States of America)",1985,,Maximo Suave,,,180 lbs. (82 kg) at 5'7'' (1.70 m),
7468,unknown,,20th February ???,,The Latin Soldier,1999,,165 lbs. (75 kg) at 5'8'' (1.73 m),
7469,unknown,,,,Buddy Delmar,,,,
7470,Frank Greco,"Toronto, Ontario (Canada)",1986,,Frank the Tank,,,,
7471,unknown,,,,Dustytaker,,,,
7472,unknown,"Charlotte, North Carolina (United States of America)",,,Triple X,,,234 lbs. (106 kg) at 5'10'' (1.78 m),
7473,Jamie Asher,"Winnipeg, Manitoba (Canada)",,6th May 2020,Jamie Jackson,25th September 1995 (26 years ago),,,
7474,Dave Rector,"Burlington, Ontario (Canada)",1974,,Dave Linton,1995,,,5'9'' (1.75 m)
7475,unknown,,,,Coconut Jones,,,,
7476,unknown,,,,Platinum,,,,
7477,Derek Thorne,"Riverdale, Georgia (United States of America)",1979,,Dany Only,2006,,200 lbs. (91 kg) at 6'2'' (1.88 m),
7478,unknown,,,,Ahmad Akbar,,,,
7480,unknown,"New York City, New York (United States of America)",,,Benny Martínez,,,180 lbs. (82 kg) at 5'9'' (1.75 m),
7481,unknown,New York (United States of America),,,Billy Angus,,,170 lbs. (77 kg) at 5'10'' (1.78 m),
7482,Jason Bonsignore,"Aspen, Colorado (United States of America)",9th June 1990 (age 31),,Blake Morris,13th October 2007 (14 years ago),,202 lbs. (92 kg) at 5'10'' (1.78 m),
7486,Rinaldo Leonard Rositano,"Utica, New York (United States of America)",24th September 1929,9th October 2020,Len Rossi,,,,
7487,Joseph E. Rositano,"Utica, New York (United States of America)",3rd June 1952,29th November 2003,Joey Rossi,,,,
7488,Steve D. Bolus,,,??th March 2002,Steve Bolus,,,,
7493,David Jeremy Menne,"Minneapolis, Minnesota (United States of America)",29th July 1974 (age 47),,Dave Menne,4th April 1997 (24 years ago),,170 lbs. (77 kg) at 5'10'' (1.78 m),
7497,unknown,,,,Barrabás,,,,
7498,unknown,,,,Duke Myers,,,,
7500,Hans Steinke,"Szczecin, Zachodniopomorskie (Poland)",22nd February 1893,24th June 1971,Hans Steinke,1919,,275 lbs. (125 kg) at 6'6'' (1.98 m),
7502,Donald J. Manoukian,"Merced, California (United States of America)",9th June 1934,23rd September 2014,Don Manoukian,??th March 1958,,240 lbs. (109 kg) at 5'9'' (1.75 m),
7503,Erwin Hayes,,,,Gil Hayes,,,,
7504,Ben J. Sharpe,,18th March 1916,21st November 2001,Ben Sharpe,,,,
7505,unknown,,11th July 1922,11th August 1988,Mike Sharpe Sr.,,,,
7506,unknown,,,,The Great Dane,,,,
7507,Michel Vigneault,"Quebec City, Quebec (Canada)",??th October 1944,30th June 1978,Michel Martel,1968,,,5'10'' (1.78 m)
7508,unknown,"Watts, Alberta (Canada)",12th August 1920,21st December 1988,Dave Ruhl,1946,,275 lbs. (125 kg) at 6'3'' (1.91 m),
7509,Matt Gilmour,"Cumnock, East Ayrshire, Scotland (United Kingdom)",3rd April 1932,5th June 2011,Duncan McTavish,,,,
7511,Lawrence Roy Heffernan,"Lithgow, New South Wales (Australia)",12th July 1925,24th September 1992,Roy Heffernan,1944,,240 lbs. (109 kg) at 5'10'' (1.78 m),
7512,unknown,"Windsor, Ontario (Canada)",24th November 1975 (age 46),,Jason Temple,2004,,210 lbs. (95 kg) at 5'10'' (1.78 m),
7513,unknown,"Milwaukee, Wisconsin (United States of America)",,,Igotta Brewski,,,250 lbs. (113 kg) at 6'0'' (1.83 m),
7514,Adam Yawrenko,Canada,19th October 1957 (age 64),,Adam Goliath Yawrenko,9th January 1984 (38 years ago),,310 lbs. (141 kg) at 6'8'' (2.03 m),
7515,Edward Bogucki,"DuBois, Pennsylvania (United States of America)",21st May 1918,9th June 1996,Ivan Kalmikoff,,,,
7516,Karol Piwoworczyk,"Holyoke, Massachusetts (United States of America)",12th August 1912,11th September 1964,Karol Kalmikoff,,,210 lbs. (95 kg) at 5'10'' (1.78 m),
7518,Manuel Chaij,"Córdoba, Córdoba (Argentina)",15th December 1927,29th December 2012,Amazing Zuma,,,,
7519,Otto Robert Kuss,"Pine City, Minnesota (United States of America)",12th March 1911,1st March 1980,Otto Kuss,1934,,232 lbs. (105 kg) at 6'4'' (1.93 m),
7520,unknown,,19th July 1929,12th May 2008,Leo Garibaldi,,,,
7521,Sam Curcuru,California (United States of America),19th March 1907,10th December 1984,Gino Garibaldi,,,,
7522,Edward B. Albers,"Cincinnati, Ohio (United States of America)",23rd September 1931 (age 90),,Karl Von Albers,,,,
7523,Edwin E. Mansfield,"San Antonio, Texas (United States of America)",,,Eddie Mansfield,,,,
7525,Robert Glen Wharton,,13th December 1935,8th October 2008,Hogan Wharton,,,,
7526,Arthur Lawerence Beauchene,"Detroit, Michigan (United States of America)",22nd June 1924,2nd October 1964,Larry Chene,15th January 1950 (72 years ago),,225 lbs. (102 kg) at 5'10'' (1.78 m),
7528,unknown,,,,Bill Melby,,,,
7529,César Decena,Mexico,,,Apocalipsis,,,,
7531,Friedrich Wilhelm Edelmann,,22nd November 1888,XXXX,Fritz Edelmann,,,,
7533,Sven La-Spina,,13th March 1992 (age 30),,Sven La-Spina,3rd May 2008 (13 years ago),,,
7534,unknown,United Kingdom,,,Matt Jarrett,,,,
7535,Thomas Andrew Perna,,15th February 1941,29th March 2014,Tom Perna,,,,
7536,unknown,"Rugby, Warwickshire, England (United Kingdom)",5th September 1974 (age 47),,Scott Parker,15th November 1997 (24 years ago),,,6'1'' (1.85 m)
7544,Antonio Mendes,"Quixadá, Ceará (Brazil)",19th April 1981 (age 40),,Antonio Mendes,11th July 2002 (19 years ago),,205 lbs. (93 kg) at 6'3'' (1.91 m),
7546,unknown,,,,Joe Cook,,,,
7548,Mariano Yugueros,Spain,1923,1988,Torbellino Blanco,,,,
7549,Fred Grobmeier,"Harlan, Iowa (United States of America)",19th February 1896,24th March 1970,Fred Grubmeier,,,180 lbs. (82 kg) at 6'3'' (1.91 m),
7551,Víctor ???,Mexico,,,Rey Krimen,,,172 lbs. (78 kg) at 5'9'' (1.75 m),
7552,unknown,"Paris, Île-de-France (France)",8th January 1925,15th September 2010,René Ben Chemoul,1948,,,
7553,John Melas,New York (United States of America),28th March 1915,22nd September 1995,John Melas,,,,
7554,Soterios Anton Pappas,"Washington, District of Columbia (United States of America)",19th August 1915,15th September 2001,Buddy Pappas,,,218 lbs. (99 kg) at 5'9'' (1.75 m),
7555,Kazuhiro Nakamura,"Fukuyama, Hiroshima (Japan)",21st February 1979 (age 43),,Kazuhiro Nakamura,16th March 2003 (19 years ago),,185 lbs. (84 kg) at 5'11'' (1.80 m),
7558,Paul Max Boesch,"New York City, New York (United States of America)",2nd October 1912,7th March 1989,Paul Boesch,,,221 lbs. (100 kg) at 6'1'' (1.85 m),
7559,unknown,United States of America,1910,XXXX,Andy Meixner,,,,
7561,Wallace John Muscovich,,1910,23rd April 1944,Ivan Managoff,,,,
7562,Theodore Cosenza,"New York City, New York (United States of America)",14th April 1919,17th August 2011,Tony Cosenza,,,218 lbs. (99 kg) at 5'9'' (1.75 m),
7563,unknown,,,,Anton Gerigkoff,,,,
7564,unknown,,,,Peter Seidl,,,,
7565,unknown,,,,George Bruckman,,,204 lbs. (93 kg) at 5'8'' (1.73 m),
7566,unknown,"Montréal, Quebec (Canada)",7th April 1917,20th February 2002,Bobby Nelson,,,,
7568,Edward Payson Meske,"Akron, Ohio (United States of America)",16th August 1908,18th September 1971,Ed Meske,,,225 lbs. (102 kg) at 6'2'' (1.88 m),
7569,Leonard Lee Hall,"Pleasanton, Nebraska (United States of America)",10th December 1905,??th June 1971,Len Hall,,,248 lbs. (112 kg) at 5'10'' (1.78 m),
7570,Shirley Percy Rosenbaum,,,XXXX,Shirley Rosenbaum,,,,
7571,unknown,,,,Little Kato,,,104 lbs. (47 kg) at 4'1'' (1.24 m),
7572,Ivan E. Salaverry,"Toronto, Ontario (Canada)",11th January 1971 (age 51),,Ivan Salaverry,22nd August 1999 (22 years ago),,185 lbs. (84 kg) at 6'0'' (1.83 m),
7574,Jason Tan,"Liverpool, Merseyside, England (United Kingdom)",,,Jason Tan,6th March 2005 (17 years ago),,170 lbs. (77 kg) at 5'10'' (1.78 m),
